HUC_12,N_Export_Rate_baseline_2001_2005,N_Export_Rate_baseline_2016_2020,N_Export_Rate_cover_crop_2001,N_Export_Rate_wetlands_2001,N_Export_Rate_forest_2001,N_Export_Rate_crp_2001,N_Export_Rate_human_prec_2001,N_Export_Rate_hydro_2001
70101010101,0.0296685696,0.0369014068,0.0307851522,0.0307851522,0.0307851522,0.0307851522,0.032257620949999996,0.0307851522
70101010102,0.0233816768,0.0292749078,0.02510862955,0.02510862955,0.02510862955,0.02510862955,0.02630487,0.02510862955
70101010103,0.022206420799999998,0.026409097,0.0232925883,0.0232925883,0.0232925883,0.0232925883,0.024041657049999998,0.0232925883
70101010104,0.019232750799999997,0.0239350212,0.0201069306,0.0201069306,0.0201069306,0.0201069306,0.02101598945,0.0201069306
70101010201,0.0184043524,0.019853586200000002,0.01891773545,0.01891773545,0.01891773545,0.01891773545,0.019019150300000003,0.01891773545
70101010202,0.0141909015,0.015385870800000001,0.01458651055,0.01458651055,0.01458651055,0.01458651055,0.014677505900000002,0.01458651055
70101010203,0.0144052674,0.0157910718,0.01482886035,0.01482886035,0.01482886035,0.01482886035,0.0149769977,0.01482886035
70101010204,0.012326545,0.0150072608,0.0129972271,0.0129972271,0.0129972271,0.0129972271,0.0134660007,0.0129972271
70101010205,0.0129534072,0.0161389516,0.01392980055,0.01392980055,0.01392980055,0.01392980055,0.014521542874999998,0.01392980055
70101010206,0.022348674800000003,0.0244398038,0.02314467245,0.02314467245,0.02314467245,0.02314467245,0.02335799195,0.02314467245
70101010207,0.0249250602,0.0309567514,0.02629603205,0.02629603205,0.02629603205,0.02629603205,0.027450945250000004,0.02629603205
70101010301,0.014637247,0.019376458399999998,0.015970866775000002,0.015970866775000002,0.015970866775000002,0.015970866775000002,0.016901508175,0.015970866775000002
70101010302,0.015924227000000003,0.0181869266,0.0168754417,0.0168754417,0.0168754417,0.0168754417,0.01721499085,0.0168754417
70101010303,0.0293667202,0.0337513784,0.032299465,0.032299465,0.032299465,0.032299465,0.0329997563,0.032299465
70101010304,0.0181146206,0.021527098799999998,0.018876317349999998,0.018876317349999998,0.018876317349999998,0.018876317349999998,0.01945466255,0.018876317349999998
70101010305,0.0130915138,0.01546924,0.01422403005,0.01422403005,0.01422403005,0.01422403005,0.01464427355,0.01422403005
70101010306,0.035167930800000004,0.040957014199999996,0.0375452173,0.0375452173,0.0375452173,0.0375452173,0.0385047577,0.0375452173
70101010401,0.0179409758,0.021640002800000002,0.018701485225,0.018701485225,0.018701485225,0.018701485225,0.019452690425,0.018701485225
70101010402,0.0219410454,0.025387198,0.022726277849999997,0.022726277849999997,0.022726277849999997,0.022726277849999997,0.02339017325,0.022726277849999997
70101010403,0.030068381999999998,0.033473464800000005,0.03088690955,0.03088690955,0.03088690955,0.03088690955,0.031384766,0.03088690955
70101010404,0.0117916956,0.0130663774,0.011999320099999999,0.011999320099999999,0.011999320099999999,0.011999320099999999,0.0122005002,0.011999320099999999
70101010405,0.0153050074,0.017443001,0.015685820125,0.015685820125,0.015685820125,0.015685820125,0.016061939775,0.015685820125
70101010406,0.0179514094,0.0206343824,0.018217665025000003,0.018217665025000003,0.018217665025000003,0.018217665025000003,0.018708498775000002,0.018217665025000003
70101010407,0.0117954742,0.013160212800000001,0.01200231575,0.01200231575,0.01200231575,0.01200231575,0.012228998525,0.01200231575
70101010408,0.0097850688,0.0111925187,0.01010871025,0.01010871025,0.01010871025,0.01010871025,0.010355338425,0.01010871025
70101010409,0.0108277448,0.0117339229,0.01100499445,0.01100499445,0.01100499445,0.01100499445,0.011135193975,0.01100499445
70101010410,0.0083045212,0.008944285940000001,0.00842567965,0.00842567965,0.00842567965,0.00842567965,0.0085247405,0.00842567965
70101010411,0.014925272600000001,0.0162552576,0.015172978425,0.015172978425,0.015172978425,0.015172978425,0.015384225174999999,0.015172978425
70101010501,0.0257179928,0.0307959504,0.02713322475,0.02713322475,0.02713322475,0.02713322475,0.028125013999999997,0.02713322475
70101010502,0.0457653414,0.0544999016,0.047847619699999996,0.047847619699999996,0.047847619699999996,0.047847619699999996,0.04953502335,0.047847619699999996
70101010503,0.0182615802,0.019904144399999997,0.01880088225,0.01880088225,0.01880088225,0.01880088225,0.01900123585,0.01880088225
70101010504,0.025296196599999998,0.029370851599999998,0.02581829255,0.02581829255,0.02581829255,0.02581829255,0.026614509200000004,0.02581829255
70101010505,0.0204223724,0.0225052122,0.020729773225,0.020729773225,0.020729773225,0.020729773225,0.021070521975,0.020729773225
70101010506,0.0260569716,0.0280504514,0.0263064364,0.0263064364,0.0263064364,0.0263064364,0.02657957855,0.0263064364
70101010507,0.037197706399999995,0.0429320394,0.03821066865,0.03821066865,0.03821066865,0.03821066865,0.039431885550000004,0.03821066865
70101010508,0.0460146122,0.04925897580000001,0.0465978782,0.0465978782,0.0465978782,0.0465978782,0.04712095505,0.0465978782
70101010601,0.0100724095,0.0110651902,0.010455945375000001,0.010455945375000001,0.010455945375000001,0.010455945375000001,0.01060890435,0.010455945375000001
70101010602,0.0104002425,0.0114431997,0.010744837509999999,0.010744837509999999,0.010744837509999999,0.010744837509999999,0.010894877885,0.010744837509999999
70101010603,0.0093428688,0.009838053,0.009506674949999998,0.009506674949999998,0.009506674949999998,0.009506674949999998,0.009527613,0.009506674949999998
70101010604,0.0099558483,0.010313351600000001,0.009960656485,0.009960656485,0.009960656485,0.009960656485,0.009963706485,0.009960656485
70101010701,0.0101106518,0.009818325,0.009923331300000001,0.009923331300000001,0.009923331300000001,0.009923331300000001,0.009781057,0.009923331300000001
70101010702,0.0110761911,0.010899475799999999,0.010902135274999999,0.010902135274999999,0.010902135274999999,0.010902135274999999,0.0107589119,0.010902135274999999
70101010703,0.011632554,0.012272067000000001,0.011700250675,0.011700250675,0.011700250675,0.011700250675,0.011737347674999999,0.011700250675
70101010704,0.036080059600000006,0.0397501686,0.036576138450000004,0.036576138450000004,0.036576138450000004,0.036576138450000004,0.037203461199999996,0.036576138450000004
70101010801,0.0290472958,0.031214579400000005,0.02952149615,0.02952149615,0.02952149615,0.02952149615,0.0297510685,0.02952149615
70101010802,0.0174877472,0.0184705822,0.0176250612,0.0176250612,0.0176250612,0.0176250612,0.017682930399999998,0.0176250612
70101010803,0.0121414386,0.013105318999999999,0.012192620025,0.012192620025,0.012192620025,0.012192620025,0.012334202525,0.012192620025
70101010901,0.010866620300000001,0.013207942,0.011017918525,0.011017918525,0.011017918525,0.011017918525,0.0115065657,0.011017918525
70101010902,0.014551219800000001,0.0171454056,0.0149455383,0.0149455383,0.0149455383,0.0149455383,0.01543545555,0.0149455383
70101010903,0.0110785994,0.012499648300000001,0.0111765384,0.0111765384,0.0111765384,0.0111765384,0.01143840165,0.0111765384
70101010904,0.0096959812,0.010378334,0.009762880625000001,0.009762880625000001,0.009762880625000001,0.009762880625000001,0.009835571325,0.009762880625000001
70101010905,0.014798003,0.0166665152,0.015164325349999999,0.015164325349999999,0.015164325349999999,0.015164325349999999,0.0154674815,0.015164325349999999
70101010906,0.0257824618,0.0275763036,0.0260417048,0.0260417048,0.0260417048,0.0260417048,0.026228539900000004,0.0260417048
70101010907,0.025666668799999997,0.028884623399999997,0.0263340784,0.0263340784,0.0263340784,0.0263340784,0.02684024845,0.0263340784
70101010908,0.018039241,0.0209732306,0.0187163685,0.0187163685,0.0187163685,0.0187163685,0.01920631955,0.0187163685
70101010909,0.0200642984,0.0237416204,0.02077078885,0.02077078885,0.02077078885,0.02077078885,0.021410766850000002,0.02077078885
70101020101,0.0254970182,0.0300479302,0.02650729775,0.02650729775,0.02650729775,0.02650729775,0.027302981450000003,0.02650729775
70101020102,0.0205353114,0.0230153888,0.02113274365,0.02113274365,0.02113274365,0.02113274365,0.02148080335,0.02113274365
70101020103,0.0200763916,0.023318637,0.020795565675,0.020795565675,0.020795565675,0.020795565675,0.021306860325,0.020795565675
70101020104,0.0153914486,0.017735852,0.015579013150000001,0.015579013150000001,0.015579013150000001,0.015579013150000001,0.0159707352,0.015579013150000001
70101020105,0.0180309824,0.019931996400000002,0.01827589885,0.01827589885,0.01827589885,0.01827589885,0.01852312625,0.01827589885
70101020201,0.0158368786,0.017968772799999998,0.01641476655,0.01641476655,0.01641476655,0.01641476655,0.01671192705,0.01641476655
70101020202,0.021977646,0.023652362599999997,0.02260806595,0.02260806595,0.02260806595,0.02260806595,0.022714624450000002,0.02260806595
